delta,size
6366567,247.611537
44143190,25.679521
15261466,21.476324
30180241,91.752555
7000295,65.476779
4217395,3767.736632
17697145,51.53864
11761717,113.348167
3812778,4957.130595
14214204,74.635217
10932190,670.137062
38900575,25.107619
30863826,324.73
13992803,132.815651
13499807,97.780169
39439464,52.800798
53872647,22.400821
11969802,261.149023
6513866,3662.321903
35610459,78.811634
27761879,62.785226
9929757,42.202
20884881,19.999999
10947952,110.7038
15686910,41.268933
17995130,134.468575
68782288,28.359873
17652396,34.118891
14245939,61.411
55037845,60.114533
13809024,136.089941
7399470,261.810741
5104657,53.755665
7961399,108.680856
10278681,53.055284
4515830,4182.305053
17896284,48.321104
4226694,4168.028929
7092485,1000
12347274,130.806
21641364,49.496007
71796689,47.958
15186901,130.893067
6085804,1878.612195
4122258,4465.666768
71024699,15.096056
11639120,22.5395
5101782,45.888658
26569859,33
157334711,15.971924
10928154,47.190476
33715079,72.722862
28665640,16
49613888,23.718165
20568551,161.081803
4431478,5019.507052
25488249,65.282675
28745409,57.120851
11150724,94.355369
22242969,34.739894
37464664,61.924339
4052188,174.542868
34745941,19.698051
4582020,2232.663404
72118122,33.464
14118957,37.784638
24422796,69.748939
6484777,63.616652
4549079,263.403922
21650246,262.763613
53463072,70.198781
38675550,51.818958
6849208,3426.884
23088874,182.407338
9090558,261.829415
8568000,69.420116
3250332,3773.396569
10244405,209.34868
14516818,101.383431
5658688,95.693187
27169230,36
24667690,51.224341
4575621,134.042481
21720949,49.489159
3806866,5022.400185
3075030,4305.549677
3669497,2237.560003
20649296,374.916481
98896575,21.88494
5940333,164.836352
18282057,47.389709
30872196,118.823574
11476394,260.015216
28640858,73.282262
42994418,46.114443
22349517,66.643178
14321048,16.445553
21464318,39.72993
7622295,49.079895
33020397,44.429028
15624339,102.065976
29635990,101.241
5403974,4949.381121
8703581,110.570829
16598444,51.042786
9837799,122.43036
12699849,57.586263
35381041,86.696
69543215,78.720723
8234865,75.552775
37657790,66.4182
23256805,831.504776
45284667,50.665029
8868954,206.132102
21457406,103.110643
6249559,50.360974
38893870,10.73459
118642004,20.80994
30405197,324.85
8949781,134.839744
19950525,26.016779
77645603,73.267994
9355841,38.718
7710061,164.098729
23917502,65.380334
15329844,55.163779
10704173,550.075648
37463664,46.995
98933256,21.637974
24680029,13.21899
27038249,1101.784574
9587816,88.082472
42537805,30.57815
19962256,130.256335
7860516,32.597289
18976280,25.005127
4174497,115.490325
7650328,56.681053
10340936,260.68672
3969536,6028.428784
14576007,259.659
6777855,158.156
16839675,62.972068
8005122,64.300265
15219501,106.30063
3115476,132.369378
22734225,37.637852
10016638,133.082884
11414426,56.525836
58575590,33.989767
7155720,110.465521
10420009,131.595851
10824539,210.612631
8918795,955.048176
96015858,23.4422
27283046,172.834594
7946816,133.343
44750636,169.552907
5902500,4000.708181
3175682,4234.583777
54291641,31.747237
8145269,140.423666
4850315,37.497
12412143,208.968036
17791721,27
3943125,16975.6742
4327514,5019.658613
44240088,53.899116
30114872,51.65
18885341,99.49384
13157133,73.186839
7392150,112.086
3763789,9483.279409
28025916,99.057688
72010620,22.16987
8930553,106.263245
6296397,1619.261622
3464636,105.526085
69120924,34.362045
7136495,1425.863277
11734403,64.585738
49170804,63.235273
14728215,97.792536
72266672,149.48241
8694943,94.317111
26099252,71.336175
7831081,637.03
17509152,330.108404
35009025,30.626845
24713298,49.277173
24441397,26
13582148,134.400397
12936827,74.264068
17238147,212.229929
16876940,36.108317
3776619,4660.693548
3364366,9486.042
15313625,104.624117
18907953,49.157896
15841511,260.264406
22658916,45.194377
21755119,19.999999
10530519,51.543072
27910416,29.364715
33950386,48.260719
9234557,61.519658
7242480,522.090777
4930519,428.446459
3718800,9482.756436
15063931,130.151337
7501114,646.983
17292898,44.424545
36883152,32.454127
22015738,47.439858
3911124,6027.82126
27721686,182.471913
30936380,175.974
12796322,503.023
6796211,92.376418
27213409,25.085698
71892511,41.872831
63415358,45.091585
10650503,104.147802
27094549,36
9192088,831.152492
24727223,177.668
22717843,21
17059959,21.555023
16571982,190.380576
22741606,69.880752
12301049,53.361631
5091673,107.968806
29455947,61.507828
52542297,171.323295
4760190,4656.194384
42978927,113.161119
5514467,185.330169
8587210,92.847712
19303376,89.690624
9482218,81.176777
23549309,96.026
5233818,958.325
17385949,104.629
36283635,99.999999
20461588,95.847172
18309381,28.722
101127944,35.69758
28791520,130.166911
64054779,99.826749
3343658,55.107537
18209179,80.255977
11429331,260.001
23903415,126.111354
10993665,210.555857
8951464,26.661943
33605266,49.152899
7455615,70.787393
14520642,198.482122
8380396,88.532771
17386165,45.485037
8709488,265.825
15870552,172.103952
35776358,32.444927
7187391,204.333461
49299316,48.413786
79854337,70.18836
3760986,5022.069962
3223332,5107.44025
4379208,272.021289
5394895,5402.888788
15452845,179.355628
27426473,65.707311
97552793,31.968
53667686,24.137049
15694064,24.999999
9961005,46.151303
79215665,66.74
37182947,25.046
3253695,3771.411688
22398099,82.852
7269381,262.258343
22105217,9.999999
16426769,54.855
11064150,129.887366
25493149,1103.285941
3958985,104.216371
22878612,102.579222
15522207,95.423395
21422751,65.102713
77450703,37.008814
9348943,102.605174
3203419,190.684565
4427470,3768.711532
25764198,78.575162
38039205,40.941418
20522907,40.45309
6948862,39.2025
36327138,99.999999
7743819,36.030019
99330278,21.418
6649066,59.085611
7008153,1912.368497
6114769,33.397343
32935808,51.617
7809582,103.560966
20266188,153.539
8236641,35.611869
13460580,78.351
16386690,103.214914
12467830,2148.062083
14566127,510.739025
8356619,69.600551
32085885,129.585657
36259228,51.94838
20194375,56.681647
25651894,203.596472
17713766,27.119268
20448301,55.226284
3191550,4479.023911
11963604,55.090827
10727079,46.07651
11820624,503.44471
9432092,37.263036
38084383,95.624254
12287504,103.335
6675509,374.508905
11800838,145.359273
28680669,50.706
6015695,100
7075328,174.483866
11228119,87.78441
37229189,91.329285
5659407,4998.600533
9230601,152.09577
7993308,182.068847
40283049,55.763
3750180,9481.691
12157532,91.101
9347726,59.26528
12878021,35.857181
18753719,71.444243
10505322,42.87
7681706,75.227599
4915090,105.362405
8273155,52.912671
80863001,31.39
9801892,193.674051
31490434,175.408
17102907,173.629606
175043602,22.533944
9243953,250.818823
8762276,176.203275
22920040,127.076457
7833737,605.445933
3953103,5563.264735
27565809,46.222348
3910338,6900
19468781,57.575981
14982252,260.455564
18100248,44.285921
24275838,27.467185
4902776,787.303218
63613577,45.209052
5856896,170.397381
3416282,4698.323862
94047180,81.919
23209283,516.288896
9991651,30.800702
26373233,33
47470364,29.27145
23721507,49.863866
7738788,80.568651
13895273,95.464229
13693898,101.277483
4332129,206.17339
8071930,84.92435
6836389,132.19104
37784487,36.296754
16336619,25.130816
4199642,4388.581034
9508198,25.759
48774077,166.33688
59526477,25.616083
59922396,25.163
16247618,66.75349
18149195,73.220124
3382898,142.475899
72263864,19.36226
2977560,9351.103278
7612231,646.833518
36141621,49.106306
7635906,60.253241
19911608,19.732079
5674663,25.695007
9136095,84.538699
10506370,180.011
89937183,20.774356
30612983,59.681439
5101426,104.275135
11017355,65.833574
80957235,85.328613
9405782,102.603
54161928,17.84854
23847371,25
16037874,107.058
20223339,81.138169
6123117,43.249468
72998928,68.584361
12714838,48.559388
20550159,19.999999
25485540,51.616923
8818443,1010.757888
9256325,143.621
4618917,230.49566
15297997,80.813807
26755586,186.347
3372553,9485.413
7026766,263.147225
7787928,65.591256
15475647,133.342546
4895481,4285.56357
8295108,52.557738
3859494,20.904418
29905761,101.714657
22508356,36.926
12139785,56.327387
5712894,91.347449
89584386,33.679096
15667364,31.194
25051916,45.494182
9873523,500
10079276,286.42693
20758783,46.718996
40071352,47.693715
25582819,38.262132
10093102,255.635158
8277903,52.37969
48494161,36.76798
9022544,42.141782
35914143,22.19983
24913956,203.357062
8865956,164.601408
16659974,41.25
36580127,35.618048
10241949,133.030025
68948422,26.821914
39704105,86.776278
3464288,9484.427
37836861,15.901534
6310720,206.584124
22992083,66.264579
26276805,32.759467
92004027,32.745656
15037528,367.955392
12288779,34.688697
9483054,65.96
11650652,77.3068
49976111,26.511604
12760994,80.190498
48979071,46.992767
26585071,130.101547
3897124,5568.50399
25548584,83.229934
95845270,12.538
6962650,643.747453
63259575,25.894681
64210683,25.137532
3021744,2893.307408
22379924,49.331082
22217957,80.203041
44747528,173.461
11080840,92.988832
10512418,142.127929
3792644,8978.878769
12672389,31.748355
24233703,20
17190452,131.859514
15582215,188.489135
32860926,81.495824
23965409,80.101374
66824171,26.43431
98214494,40.60413
73720361,19.186849
8364123,110.247153
35356911,33
7372334,574.151821
14925701,33.396
24829621,31.94097
26263322,79.823854
34730354,102.80872
7805670,99.457205
19759239,62.124407
5981077,4177.435875
6728064,82.39799
30525982,38.751639
5262134,276.255669
24160742,103.442
12604383,50.894329
17810179,107.334
39695025,238.042
8080022,56.08922
4504477,4706.902424
9164427,205.170112
49367034,59.521
11645826,104.983605
29352375,105.983551
32538821,127.441162
3296873,9420.114905
8165635,111.531195
51861665,25.392586
29485815,50
79722955,52.418673
16910266,516.227594
50429884,26.722326
36814641,24.261553
23715718,87.966759
132886769,23.17475
19078350,260.533855
11172659,107.311979
45831136,129.389596
20909079,31.183983
40468784,33.034573
20597947,173.071277
46931483,46.017358
83266330,33.645031
13283047,28.612575
14580996,1044.800296
16517136,102.674687
18643481,48.456688
69631716,86.58372
12646671,101.489669
26382110,33
52649940,22.17059
24229648,59.138789
15704733,259.239345
7531230,1569.191897
30096993,41.058749
68327806,27.355
3025359,4662.94914
3762417,88.234062
15713480,90.282
9144056,22.466948
13168901,322.588992
14920981,104.542565
3241469,13542.398
8800813,1567.290504
18379589,96.694052
6834890,59.541848
29522740,52.537496
35684801,16.855969
32101165,49.478036
16843825,175.149
11513383,10367.73791
46980186,89.221
5216351,5402.888
20479712,5211.45
23999654,47.944353
9326678,47.169711
23368618,9.999999
15575034,5201.618941
3894693,4712.174569
16517826,97.552944
22608168,100.013653
8191737,92.996894
74536476,61.579611
11553229,103.395
5386823,3237.942064
20731006,300
6180929,247.833757
7463887,40.094743
30597184,86.788
27522766,128.086
15913794,150.636316
47794056,64.883417
22478025,4563.929411
17640508,5150.509016
5215331,194.24
7062436,176.232313
23852174,1319.509483
18389034,138.661119
6932005,1616.607
25113677,44.191168
19847128,5103.550088
11498345,3244.513623
5654042,105.46
47900985,67.395275
13710496,104.621659
5751486,28.895847
73914753,730.881388
5311154,519.691956
10305516,504.090968
18121700,53.871104
3647959,4623.440352
10125765,133.927
38130036,62.220727
19153033,101.702397
14237683,202.946843
24919314,80.539034
17728065,87.811
41544853,38.459383
5536855,137.900351
33105349,58.789858
6427542,3853.2699
36133467,99.999999
8584310,51.10811
9212653,169.349
60802085,52.862349
9827980,129.756041
8357600,67.224126
17116872,56.960455
20390498,58.684657
51114185,71.845438
3065670,28.060171
34174773,56.367473
17311002,355.567281
33022962,52.957183
19803784,89.730819
15803548,51.36719
21293941,66.231618
7605784,34.122426
29699133,40.41079
3223724,9484.830628
3779919,3092.875198
9755568,66.047754
35223551,69.581785
21598844,181.61
18508988,55.182921
16524022,91.509179
3201801,9484.988615
40234921,28.684841
4992643,2233.726873
3614429,5021.674978
46405710,45.325403
21877983,54.162
23886611,25
8374444,253.168576
17489495,111.937301
9113622,188.549
25999152,28.354215
26825041,94.048039
15047092,99.79339
13739777,208.633581
16832824,86.838726
7044315,125.922777
11166589,64.089932
8128058,57.243124
7091485,260.987667
44245635,59.815509
50264982,27.948186
9358144,133.859622
13358023,210.283666
31170936,24.390246
10633340,93.916833
18078972,159.464304
8732750,133.109412
22741653,200
12955143,45.740214
7837948,35.094201
3571310,1253.029
111744506,20.214
49094031,78.456506
14179859,259.850262
28129235,176.268102
5610357,153.115069
8952313,135.002807
35739969,34.205924
23558930,128.462341
22100099,103.519689
3484153,7715
3313499,9484.428503
12686077,31.725
3439565,9483.279
24233229,95.156576
31809691,142.280384
24496330,92.528256
13915228,59.1322
18117495,32.992615
23209769,55.566
19143060,57.944696
44219163,61.822449
17543698,21.147033
7881058,105.230002
10951207,130.727285
3372318,183.396609
39185071,46.453592
7923990,407.009371
32001986,100.970745
34743631,99.499999
41155570,51.235236
35271695,56.921889
16479538,63.614
17712020,39.121462
7202146,133.208367
14800945,90.642
7018319,82.389
16077658,70.096459
20733500,94.006275
32019470,118.393268
57425790,65.393511
12862345,1607.397924
3507636,7787.737948
3776907,9480.088
8477641,63.246456
59979552,67.83024
38786369,71.34981
10490034,179.212359
6523897,81.194835
4137786,2233.57291
21779049,67.189472
11329333,44.349015
13966479,10.723
4419894,3240.633895
18830724,188.973786
7071768,178.589663
7421595,389.173237
10433600,108.825777
14287236,102.499714
54231518,42.149
13304563,110.595048
7306683,1060.395261
8399145,38.392789
23827475,15
116783644,23.81837
5888144,1262.257231
25122248,85.428
18400115,52.012955
5470212,1878.973069
10293233,51.573228
14013488,120.949102
39692346,43.965028
36130655,184.363
8663109,105.90621
57538719,31.099863
5634783,126.30454
14455474,47.740949
26320284,72.061879
70012004,49.929156
30975782,52.524
8384983,264.49691
24969627,317.424
7133103,197.048514
8391927,389.324523
15195774,40.435613
25100951,74.529622
10930353,164.545089
4172697,3761.694857
3436317,9343.711281
6289743,182.091491
13919169,39.986764
28499133,36.490132
38965901,79.913
62060759,18.134666
42164884,34.761321
25407100,30.402658
14671864,40.99
18571576,104.773632
9247862,24.99129
20901193,109.112833
28845192,18.419
5570510,4463.645699
4361255,4012.847751
19646938,130.491601
33074365,75.746
11524184,503.459
10217732,176.172142
14033212,52.360718
43089448,45.548149
16389169,191.712127
8473568,67.228711
21657431,51.52
17971836,83.668774
73600451,25.077197
11861727,130.621
16978529,15.751
10059871,133.024917
107821757,30.23912
8220918,30.926244
9246725,44.98298
18895820,40.892521
9220516,187.557509
5762474,177.13498
42939747,72.047757
5936157,264.50059
7253954,162.502109
9133630,92.741451
32534592,245.734238
18701321,28.731523
34414698,45.694326
17212736,95.197049
8068095,81.316462
6194097,4186.268891
8050819,52.557
58408809,34.93172
67228667,41.577104
30555179,175.521738
27798454,95.433574
13878917,19.999999
18477363,177.728484
3926029,5019.687513
75571901,82.451981
140086985,71.21
11969045,172.126385
63046760,61.031239
26966287,50.472
11043486,53.677945
29045774,23.746
7988855,46.748809
23171760,71.022804
34030363,63.563
25686543,13.006837
4246432,60.153745
15945708,47.257
21783283,17.999999
7854894,125.108506
12842288,14.999999
20509272,87.93541
14779561,83.822526
5214917,83.834167
28458755,93.652711
19947625,52.084
10517139,168.396403
16109501,55.021926
21614477,4440.273036
11229798,24593.89797
10987866,10290.71883
15075852,55.41
4978357,2234.884089
45488005,29.390582
8615293,51.232415
63917966,259.740989
37145076,98.14586
8527420,19758.50475
12669101,45.913796
51100418,28.719
15274303,31.79629
114079547,12.66494
3052116,130.29275
10194551,58.403
29499872,66.983
8725580,117.05813
3784873,4209.074371
8120780,297.464335
3327432,3951.234776
18441119,107.338
6209223,96.948698
106477629,64.033
48388912,27.391861
11942481,107.464921
4562845,4107.434405
5428925,175.906364
29667955,50
8865154,42.178696
10970071,91.201764
8478401,184.386305
4400777,3383.030822
21665819,32.998935
10137134,123.565191
29739119,74.834177
32225451,227.171565
6375557,131.541
5600697,3236.075
7465908,68.895
3378375,4662.586147
5074480,159.795543
22764771,19.999999
44342894,96.072498
2936637,9486.042293
6264501,399.186346
73116916,57.662966
6125741,50.974852
22055627,9.999999
4907819,3683.507201
10486519,54.016
59103564,36.959519
35323449,56.998858
9889470,2596.197164
19009373,29.097245
13890095,26.566968
6742171,1616.608328
44246401,65.255765
9424766,290.305
24158728,362.602826
16274610,31.025037
11407951,34.098732
7155619,174.559908
14571632,24.999999
14042682,170.793994
11546591,56.596482
16252840,73.039892
36522701,47.457007
42719820,23.700379
9214861,29.819128
23414096,105.997751
3573713,6846.728677
21100913,93.194826
20132656,90.336249
3934404,6853.835881
19991734,51.611
14598055,22.566411
29985678,33
11910157,172.125
27310729,34.774189
45724619,52.04
5270466,42.597106
37236376,128.532
12464160,107.808766
18264848,254.792504
40157316,128.156
5709416,53.294202
70234375,52.431963
9136067,173.583419
12996123,102.337781
4428051,6846.975716
39227727,62.888449
21053191,102.730508
7296292,68.334149
3422150,3879.418235
14842238,325.281365
14574070,178.549
19706207,27.813367
17990699,45.299574
8342563,62.82
16430713,103.154571
88851786,44.405084
23542745,55.58354
5825873,647.734204
11557465,327.639384
30642870,77.33183
18646187,102.882676
42201653,44.670335
23364502,24.999999
6875872,82.38972
6429467,67.117525
11388215,111.699192
15287985,28.961
36790468,72.31213
49193740,67.582637
10330825,103.670182
6591010,51.614282
12941748,258.429924
20908453,114.026544
15225719,89.752962
21942251,616.636189
16926705,56.216516
64719772,112.994
16298721,103.154658
12856176,24.999999
11205060,78.050257
20303854,19.999999
62326879,28.178463
32722548,97.071673
3355624,5206.17081
11612364,264.913336
36059122,30.079391
7590434,58.912078
33590722,148.417238
25352774,125.306741
12441038,131.136135
48093340,58.339855
60167361,50.511
7968786,34.536765
36281561,56.559109
27856044,64.495581
12897101,127.612646
31099618,151.27
21311127,175.140746
3484471,5059.201498
16054202,102.034866
27851961,102.063975
37960522,32.873104
15526884,28.851929
5168972,4284.156654
20273875,37.816
12709290,110.493
65619340,11.573309
19765353,93.201956
86527364,26.513519
7831094,61.309408
8834055,96.373973
7083824,1000
4820476,43.421399
6807792,105.819799
3936271,91.020186
11445137,71.933114
278611023,70
12678411,68.759185
38729902,69.606853
6462589,243.885641
6507195,3758.440987
17098418,91.827991
5997114,169.812
43145799,41.25073
3533945,3767.957867
6162468,262.033187
11968487,53.561
60628115,36.225108
18121882,204.143037
14288373,91.362959
23481926,25
4494752,138.150449
6424276,141.666841
22682953,90.532965
13490922,169.996308
7158168,62.01247
33110285,66.385302
3402292,4259.656163
31965450,36.653
20811423,20.304389
6504386,28.993899
5644823,96.938463
28913305,92.985517
29566730,124.76236
7229633,1615.726896
27189326,90.605297
30826546,45.695804
10439540,131.009367
12450250,101.089018
27159689,170.612387
22497070,130.511319
27687111,352.863282
6866929,54.470277
20395753,102.281043
12689346,181.809019
4701622,177.521849
35826371,47.482492
4339909,5102.889433
18355652,93.322
3260151,7781.246473
20486845,19.563634
17755350,51.430525
8897471,89.518
16663070,162.23898
3746574,5019.853507
57235962,16.371
13752417,41.926983
4640939,80.467
21942484,117.659185
11461193,49.375389
14773298,263.511
22300474,29.257006
12641394,48.758789
24707412,187.644246
6452706,45.987016
8390697,112.002005
7096512,390.651729
6082905,131.907
50405795,64.804031
13409245,83.824392
6403222,527.308724
25216083,88.139853
26005964,67.045954
33048672,200
7629938,81.108958
16479966,30.125195
28302066,30.023008
31189989,40.863
5760961,3856.594494
10618675,134.661187
9590579,63.096664
7698018,525.940839
72080942,16.905
26919428,91.20098
29415896,158.33187
15869025,76.824565
17193261,131.002688
27541271,27.269378
13299049,199.814876
18326250,54.091653
21550832,94.863736
27497852,44.116
7209839,165.607598
23733467,85.276287
13635025,43.34
21684150,79.308151
9039662,194.821322
5704681,47.354918
24827372,87.621533
14570214,48.465255
5104196,522.321299
4528657,4204.444722
43196333,23.173594
22309070,126.349
10850630,60.790941
86501305,52.078335
46237117,105.364977
7455765,133.019109
10434225,48.150047
26176823,372.100524
64566494,38.8589
7174303,91.551832
14378511,50.54741
4387112,611.84638
11669467,261.088351
3460988,3919.717829
13698948,263.77362
38989124,21.809
7637202,88.08851
39062844,23.894756
34502199,39
18065940,46.94
8372467,301.716555
11641495,356.483646
11890775,53.562911
13508837,26.687185
65006442,112.949592
55614449,52.297
8183033,134.025427
4629103,4659.779307
90125934,23.562272
12181160,38.462045
22652049,206.843647
7344124,1615.456
8988558,30.599706
4447504,3239.776639
16845725,65.669974
29383379,25.528879
19245002,89.06444
13752197,33.34598
6191031,266.313164
15472475,48.985579
23360129,96.46262
8996022,32.368
35812221,33
7965187,133.043487
14708258,60.98907
9695467,35.109274
3728622,5019.788455
4729801,77.333774
3466693,5177.324041
33923524,79.966
141731865,40.51
5372507,86.446
5773544,1160.03
3620334,4289.035148
104803111,20.48995
6223020,185.36227
14530701,72.3699
8666246,133.182
6507497,58.578991
12609386,26.568007
14498324,67.569577
9133136,96.972233
30131877,40
6577150,4957.158189
27324487,27.859642
10026603,316.728875
73290648,41.850832
3697005,102.302723
31782155,198.849465
25885288,30.050263
17206975,102.613783
47068098,28.11925
46733862,24.468621
6784403,53.157
35297869,95.282
2853904,9316.42594
18853928,39.327087
13907518,131.071
48907495,58.09
73405490,52.448715
54822116,42.922285
6331229,4262.81199
6251326,266.957321
5588618,103.57069
2925027,9485.158576
21836714,38.921284
8787111,106.948392
3631830,3359.32529
4770045,3968.088172
10801859,69.210399
7816228,52.911941
32207179,30.177
26152408,39.580214
39740614,106.471
222290125,30.94
6688296,131.957825
106157084,47.54775
8085749,204.563316
3939436,7226.835722
5971847,126.724911
8934234,21.57137
34074653,31.314986
5525774,2205.499964
43814011,76.434134
6186574,4462.442353
14989982,103.678271
6300913,173.237729
28738491,50
94181590,25.550247
13975039,259.442538
8013991,104.753128
42659459,31.660354
16152406,29.450875
16499657,46.158
9786824,325.782204
25155432,94.434894
48269307,51.696996
13913631,48.56765
8772613,28.180168
22952337,128.555669
10745277,53.584397
6799068,103.909547
8186501,82.863884
4181732,163.101854
26043517,128.231445
21119215,79.696341
44030450,156.292845
15582417,133.783526
14145758,264.223125
8090639,323.934099
7661391,67.582353
27494719,68.199188
29037663,100
35680569,91.1746
3820103,4394.835799
13097752,155.901257
8229193,103.162049
9944268,90.842532
5485170,4314.878305
6133788,65.163528
28513535,130.049814
18715734,41.760414
35925113,90.560324
51029831,23.822645
42140467,42.729845
15581060,132.204
48634336,47.360264
13343064,44.494437
36404118,633.34
15211459,102.095711
58647814,213.757325
63291603,39.403863
147321469,23.6
8181649,261.406425
134325705,25.32
8705245,139.095872
9845373,60.361502
3594809,339.021815
35119566,82.27
3801218,3911.909863
6772473,2227.762934
7229878,107.05205
41060417,85.752047
10534343,168.80885
23724419,30
12680480,115.035362
8292639,219.154317
42336750,39.037237
118717152,19.71837
21503120,89.369058
28805550,30.573237
34033942,82.642293
29948846,26.754445
15976262,185.703229
29717678,257.615373
38138098,23.538279
6744824,103.0433
10651860,118.432778
14273805,1676.010167
74859198,16.559323
38734081,236.673245
11537802,24.308793
154639365,16.45
80338506,39.914
9383428,31.244693
58544084,22.516
6242181,336.964
13889364,91.557099
9419840,78.5
11827703,52.605595
5491419,64.768832
7301001,1288.381583
29010569,50
4304632,4699.15573
70857577,25.619047
8349827,259.21268
4181294,159.129895
11134771,54.565
21484457,9.999999
21036327,93.923148
7892131,146.559443
30572893,96.925308
55551485,22.568358
70054059,19.350068
15107435,11.222
11080632,75.089441
8575812,60.660153
15553107,80.938842
23204203,89.891
20671926,41.201761
20734520,89.379
49066070,59.917753
85819994,21.258819
9869252,49.8897
12331705,259.979504
8684980,205.921604
22390418,129.319949
40353205,45.90259
27455507,30.923142
13227484,163.203262
4783346,40.559302
7173814,109.381744
11211663,503.444
20824586,102.080496
7042660,42.308821
52438503,17.189284
60211025,43.485128
25778510,30.058284
9885020,102.053
8814232,108.459574
6364619,150.362266
7269227,21.824409
23586556,104.377779
8602997,97.307806
2806929,9485.414538
22295961,159.783138
7561528,260.888989
18748678,80.074783
31225132,94.800274
27143434,127.968363
7801371,178.756412
10086044,133.946534
4118475,4131.722973
28893823,44.135013
18741346,134.06651
32433155,173.745716
15818477,52.841169
14026211,44.297787
13192092,63.086
13960253,263.679
6368227,1616.759
17926752,57.906373
16881643,123.329929
62255423,94.727299
6451240,369.802867
7806518,46.087282
4095271,390.362856
4661769,266.666874
26527712,25
7905683,104.636724
17887792,65.418932
5335359,15.38
11088701,29.788776
32325470,50.790043
6775242,36.205529
52412496,91.915627
18551642,65.224
15820864,41.142204
2849967,4620.218418
61105750,54.562082
3356119,9479.606
4280502,5146.688157
19887572,91.039881
35967697,54.063
5490599,531.597
15552181,316.92765
60329948,53.08662
53274265,28.789051
3452765,143.229545
23665079,20
6790535,146.571975
18351213,219.888969
5575622,90.712739
31120559,34.031199
3297656,4705.638176
28402063,92.729585
23660192,20
8400722,202.832206
18311402,88.249
7991150,244.537507
6636547,204.303328
57668495,16.54353
44195280,31.578652
35031894,43.371
4703004,4000.177268
40478458,77.15767
9696529,63.651673
16873227,157.615896
3189909,4314.79218
5839723,138.943
7555033,21.962008
22077286,21
5190103,1009.47245
21183216,120.298
20311727,352.898622
3174377,3864.800569
30848086,154.965862
4508066,183.715741
24242303,256.224
9138431,124.590408
6776622,1616.074
3629706,5019.356768
11013682,112.088482
48202931,95.546529
10122957,57.072273
7043927,514.959122
3338224,213.543375
24305073,110.759968
10480360,76.620516
25547496,34.77732
35402997,142.966853
26240513,22.705271
3565927,7231.455935
12279442,90.284593
12579650,107.292713
3372581,2237.647176
19120855,30.573006
9622149,373.245686
19571178,82.490596
10547856,124.835634
58067374,24.416354
11357124,57.568303
29808350,71.11187
12282154,261.766486
9902174,65.886196
45671082,62.898946
10523517,343.534048
8881722,290.212623
8616652,178.108402
29349707,130.372274
8545324,78.108506
4489231,46.039077
7170943,1615.439739
31411702,512.897655
74588321,48.505795
25352700,94.637622
10861231,99.330618
29620396,174.008013
29090500,173.689919
26293761,39
28471208,86.980502
15849810,99.649126
73443644,17.870296
13339011,25.854
36846191,27.71095
5710252,94.707
7958436,44.377698
5830746,72.307997
10608520,67.78546
45801060,21.751422
7930166,124.27055
4344591,2233.774125
6388370,1616.607415
26085659,101.287
25895908,52.317
3312683,4706.082897
14912989,24.911
3925858,4151.693253
28013011,64.856532
20257928,48.295815
11348375,92.171595
10080937,131.494476
14307153,179.157157
28164303,180.55
28878789,118.93318
16940217,124.10768
22240201,200
8621355,23.173205
6529211,91.494974
17722000,73.215738
15745782,25.736821
103252665,79.92674
12985689,26.658388
8322940,141.781838
35868730,51.719906
6253337,53.355953
4949892,348.514511
8791484,265.472841
3438466,89.171573
9409728,136.65235
5554356,647.759515
13875905,119.554024
19120109,103.718758
54093939,93.766564
22200449,42.259496
46940178,45.335899
9075564,182.14965
3317961,9317.293369
32368930,29.026569
35151944,103.164714
3319061,7444.004159
9656660,160.650971
29915573,40
18389983,153.734
7425969,240.268911
7541546,22.734073
32676322,283.571773
35747432,66.521001
16726337,25.128568
17092851,100.667988
8727191,263.830702
6881814,68.709849
14812134,130.173655
20282951,105.166909
20135156,51.891024
115026626,20.633
64373369,28.463944
20779778,130.013
30666793,176.405333
9214576,74.041926
8370242,55.411049
42602626,61.434194
16058280,392.103937
7037120,102.340242
2959679,7714.431346
4915762,4651.995081
38770669,30.486255
114232303,10.69775
4852788,126.422346
13235042,87.763472
18059840,263.593665
16400528,19.999999
13095231,30.848198
30737017,71.774953
17523770,101.09683
42102155,20.209
12225171,65.503169
12536482,131.170524
36351027,48.794871
3616634,4656.116609
39744961,29.927095
6471696,94.690907
7042113,91.766511
37512171,43.728445
65943763,48.642084
26763048,41.521273
20042446,19.999999
7497011,84.182533
18067091,500
4082842,4249.209215
91287847,71.866033
36677489,51.870229
18227040,27.127051
16119361,46.270216
6509262,192.937
8747812,260.145376
15612094,101.277
5351368,1618.103522
29451641,26.612162
12295010,27.499933
11143266,132.585103
17183433,37.937957
17045463,77.428404
10211443,40.899933
5756260,4198.111405
4678832,1619.117627
18751333,39.105604
3148963,6525.09625
37237206,61.970886
21405172,140.487785
5397759,580.271589
155859323,19.94
5579100,70.719236
9214344,132.685941
40600063,47.539733
11654769,606.176
18114860,153.794
62904193,47.021495
36569509,65.805
6432743,57.108229
25404857,88.773353
9230671,53.430224
7227096,4178.245236
29248894,21.782426
8495988,88.878114
57502458,21.086914
6267656,643.747
5024938,4651.360558
11630807,86.745144
10221417,262.985255
3166920,50.456494
4176878,4204.217756
