delta,size
28608078,100.670354
29569095,200
20995459,76.325848
4465948,48.646614
4563395,479.442778
26637190,21.011485
5507726,267.887505
21472475,59.28015
36587030,99
18416993,71.339697
29769762,54.194
10038325,82.699531
9184885,95.614991
12812273,66.386614
9943440,73.927625
49296963,63.095958
4255136,2445.537496
12316305,93.402211
7841771,683.269117
24893475,200
14139397,46.134
3143118,8993.060634
19444954,67.827652
16998371,104.541
5065700,4368.016164
3402574,4671.83738
25984726,102.489814
67664817,100
4392415,134.98294
11892258,92.461278
97474031,23.01176
26244341,5
39523734,43.066848
9121889,111.655871
30207366,33.989252
12868882,203.609962
30158879,89.453333
13714192,75.729588
27062647,44.198173
74009317,21.190588
7346676,105.839
17132438,27.006496
26974209,145.090965
16516540,61.626066
4363708,4226.029042
119615262,13.511
6818367,26.121
24511921,177.79636
13312144,1610.016
6435734,131.854831
37226740,99.99
5708595,1253.030278
13415243,208.443851
13058472,73.095552
42933638,82.501384
9784782,109.76867
6188831,2236.060837
42805420,51.04748
31513514,50
30065018,102.837176
4656461,89.363122
9137900,269.868402
31774376,59.495882
18202252,104.585489
17135498,263.512093
5893530,811.329
6987192,32.404276
6089342,49.032104
31565058,129.807
5155314,306.357382
7393618,24.452046
6194436,612.205904
3783265,134.145
11086964,38.539662
34555398,99.230117
46618568,27.086708
4018910,1721.566975
26910329,55.708042
15181157,96.377056
72335390,27.124
14102725,113.454845
34094756,35.837
30376712,92.435115
40657521,53.917
7690201,786.652518
100400067,40.406
17949561,76.933888
10817256,81.875424
51379429,61.962926
42648894,90.110966
25468487,19.999999
6319723,68.055193
7159405,277.074
27764661,47.669824
51512558,24.934264
56010404,70.612359
17853890,24.999999
37598299,100
5857011,132.170572
69803048,27.666622
40388397,80.258726
19892868,524.338
11652303,43.249694
4312745,3773.448149
67286750,26.969218
33353476,338.017353
41948517,74.194839
6958873,28.04254
11301434,74.322
5213438,2237.579832
30097322,46.50474
16469188,176.973
18898910,51.462766
19891278,74.412155
47407417,38.080136
37184367,100
29478034,170.612
16665456,95.563477
50164762,23.172351
8207871,637.886
11463307,25.856781
53817978,27.380284
13808090,156.335892
17268180,179.982118
14471028,102.636
23665244,68.510648
11983763,53.941599
4078878,107.313304
15627080,130.379886
7900402,269.83215
6905967,39.640333
6299081,190.127928
20450916,65.207
11373412,44.750076
4269002,4932.361154
55750375,50.44933
50425440,61.983281
22737563,151.07255
5912622,304.471
33793548,101.195
52378126,99.477824
46373828,20.52496
47453292,83.486313
5856281,15.135489
36457051,46.089169
13438132,177.380231
37169163,107.702857
22078921,129.098073
7797206,139.362993
44480306,25.341697
25637686,24.999999
40562797,96.48408
11765956,105.115465
34169847,25.321071
4859403,649.777011
21862264,132.139181
7467068,54.168099
8182561,72.126956
7319286,266.295777
26638466,90.588547
27028734,34.665014
3874060,8866.101378
31191052,34.005878
26687795,128.355
5406618,649.433007
52838060,29.752742
7060388,534.36303
5766352,24.063036
4036710,28.722984
10161705,85.504174
18468337,101.262
30882501,92.926483
19742240,97.051885
67836924,16.984032
18573400,45.498142
15832154,47.321966
11293687,105.248
24622400,175.78002
12825561,144.267355
15023323,14.999999
42235177,25.55736
6173010,111.595873
9922381,108.514681
4399417,5900
50062324,88.905449
15960442,65.063342
12011460,89.79343
25717032,73.69425
12112052,211.730398
38145736,42.658
8323688,55.772026
37503565,29.228718
12354206,174.682628
4747833,1624.311649
24232321,8.999999
11280487,61.3678
9427079,4.22451
6645126,141.15
12165685,87.655909
61684189,62.858605
5493525,183.491001
72797966,42.279518
9546846,44.990294
21697556,65.504
54405030,39.08355
54369813,19.999398
33831627,65.057756
29044686,34.922985
7234274,159.447582
73779312,33.46482
24358602,86.925
23494384,19.999999
4086643,4934.121538
13889500,89.409007
12415428,114.223278
15850180,99.960501
13206661,41.560531
38280604,35.619
6874929,306.915856
28147542,188.592231
11576370,170.615019
9095766,264.336981
32544381,44.821
19510533,77.193565
7717568,53.246749
7225320,153.059645
5437454,3609.593069
4581233,812.271
10267856,49.739691
18547415,90.014625
30905727,29.720545
28941094,128.173
3712276,3606.936501
12221442,76.492161
53936190,66.88884
3026453,131.640733
6163750,70.766414
28184968,40.357588
17289321,41.495568
21598669,172.457062
38300010,29.073248
40028969,32.807281
38785491,27.654375
57198441,31.484347
19893397,111.931554
5990365,95.071761
7038235,266.112129
7107990,106.677274
4113479,9355.782417
194070433,30.77
17383998,99.852593
97318634,34.27719
25422347,49.457761
18796448,46.3
26282403,131.603729
5908292,111.678653
12250458,51.657892
83287137,37.538053
3580749,5018.002216
12756155,86.363817
16628226,24.506533
3011443,3875.443613
19495414,41.872715
3328131,4219.395862
95431708,25.80308
38549997,33.184133
28991822,27.826438
86373893,23.469108
22006607,47.80169
7681543,210.700912
14260024,45.41581
31138893,68.377659
42641857,46.69799
24429940,103.385782
90088930,49.064
35550805,67.167375
14141585,56.173075
8795276,154.517448
44535498,28.370574
10978033,131.582999
11191169,94.61006
21583855,257.940023
9694238,36.888274
11117638,209.56
14101015,74.245119
22511271,51.926662
27605326,32.750685
7416855,49.932083
6368863,43.652103
5737927,263.264579
28271869,33
33091528,126.089847
5598258,103.148
9062686,262.452581
19522469,40.502111
37678746,32.8049
4906896,4368.016
5600097,72.555796
16294104,53.844283
11731269,50.242491
6196315,74.387564
5129845,4677.6368
20163511,83.451528
51576220,39.658774
37812615,53.275974
74285842,148.052811
18737214,72.563517
12714113,346.648169
4803593,3625.580044
3787103,2243.036634
4121049,22010.42694
10650886,106.108911
7382208,355.274014
26114203,25
9511638,113.795769
52316194,42.209841
8144583,138.724613
22212424,27.671767
32406292,40
17225485,72.984017
11288056,88.256669
6845685,103.012597
4930930,161.159848
24283587,58.981518
17696194,88.69392
63323744,29.974048
6062610,1018.473299
18021850,76.207074
24970435,19.999999
33378414,41.661097
3755366,4666.428286
9595666,90.758108
28245377,64.866432
37920124,93.215353
16867871,97.339253
9620121,110.776378
10264629,49.387
3783008,3166.8
23253387,90.642296
4602205,23.400441
6825189,77.022191
15911819,68.275752
2715965,7999.310341
37124777,41.157998
53745151,170.782731
7923820,337.879849
11338599,104.255043
12971194,265.091451
14951384,51.830706
15279271,54.102168
3387024,5177.338642
11202591,132.827
7244986,103.950865
29127141,38.459245
7199482,106.392879
110262231,25.52469
7125313,89.873146
7132230,49.555911
30442845,34.237998
11925742,264.180639
3487875,3922.090357
26915485,25
23989450,38.183383
48722761,28.585
7964011,106.737482
17325880,47.835557
25081886,94.124697
82837818,30.148069
15334461,134.411586
6271447,49.373352
17235402,29.583946
84015712,26.773708
108987431,14.87
20108694,89.353147
12388152,111.850224
17331875,51.985844
18738163,134.909672
26741947,39.633
22680052,105.871007
8897639,206.313438
6917332,98.738917
19955259,133.601397
5585027,1622.854657
20119614,37.593142
38078767,46.753775
46282936,24.118264
29987874,101.418585
57602361,16.742654
109980153,31.84837
25489070,24.999999
93041202,60.569
13074578,66.047
27625858,21.36527
61514703,38.218614
3125696,4289.933891
9723795,207.510332
98811094,40.04196
10945700,32.254963
89480754,37.109792
6667135,1277.41713
25402368,59.633103
35196354,21.976
37046301,22.63713
12586989,99.862874
4045706,349.162741
30111193,55.199413
2752854,4196.86551
10659844,91.046517
16267996,33.388
4048110,4311.382945
5792084,872.408622
68347992,27.139341
2931698,3778.531004
7795848,46.567707
3715264,5024.080532
7911325,58.795857
38842459,82.413952
16226017,30.284835
10186077,105.865754
117185589,24.9137
7956713,79.991458
12476133,203.64011
12124546,263.668084
7757985,55.173937
7802125,38.324555
12579793,67.909656
32725998,91.329528
10624220,304.743
57863240,32.17282
17923454,101.724972
15235257,203.097623
18647242,78.274779
10234418,105.488219
8568195,169.927316
44098176,69.88573
6227028,74.555998
21239346,34.250821
29576583,58.166871
14795325,34.666355
11937859,112.145534
31348138,54.945861
31514986,112.633569
27762195,52.693
34625151,87.649069
4487539,81.598157
52242238,38.848
30357368,238.147878
7737703,95.488536
7294228,97.638421
4762790,262.710378
23951154,100.418499
5505636,169.739131
11671523,93.281607
27073307,86.96918
105905552,24.98905
19389118,66.309502
4049644,34.336736
49673660,44.413779
11058662,188.947474
26629406,17.197164
9125840,104.233129
103051031,31.92413
18608535,184.561028
32308544,40
12735687,33.746828
25975836,20
29684908,29.637998
4527812,50.958346
14532414,41.717293
6748156,82.035753
3732936,66.011827
18487753,103.958887
4416907,812.272216
33652202,30.055233
31637278,176.649767
36462396,51.196758
26282533,348.977384
16270657,43.430937
6542370,388.064412
13174995,137.057463
43199749,1373.177032
3640165,3881.381592
22314325,218.870893
50678562,51.08103
4744790,9487.658
6072611,182.660098
7058117,25.723206
21911863,511.607925
146793715,20.06
7109193,999.98
52956096,31.394386
88627273,36.833409
39618840,65.868051
5153330,54.568383
10274995,29.603379
5770052,248.641773
37806783,122.713115
79423006,24.782478
21652485,89.662
8174634,97.686408
10500700,133.217
6011821,52.147318
4107757,4677.786791
11648679,310.437515
10140676,82.631026
13718848,52.288261
25759513,57.137175
4154514,1624.909484
3693561,1625.634959
24189412,337.413614
18278233,104.226298
15081389,104.785872
21645921,27.252
37905589,51.621481
11366947,67.62274
28146161,102.125648
46318248,94.213322
21483110,46.151476
38850933,70.984027
27797252,20.732
44392561,49.444525
8790068,133.9778
19758943,31.378997
3817254,3926.13931
29516790,34.510411
5287722,2812.18335
13100443,103.579491
16051605,62.975176
140664426,63.13
3028823,4424.958079
26218408,30
4934114,206.055882
208945584,38.25
24369462,21
27033421,182.555973
14209735,49.073091
12095298,144.501003
145964482,19.7
5596859,44783.748
27512421,53.500618
89783454,23.635
5596530,1297.478
24767380,1283.254292
5014500,5063.855236
7758240,43.145183
89816200,35.164044
9765664,202.364629
78073923,144.826414
7342167,321.993895
7520237,221.98
10015909,103.882388
3855413,217.255884
8742933,470.112482
13564795,54.681365
5334130,86.808855
7213388,77.729
28211275,33
23725971,63.365188
92077900,27.418942
18069452,24.691
23167101,77.373735
7414951,80.750589
5213871,267.559436
6320577,772.926425
10455265,52.944696
27982707,19.127
4061184,9062.899785
75603198,26.908606
36425470,23.953684
6039003,48.674034
17621470,99.97531
14980364,55.251659
15925487,130.067817
22415516,131.229699
6040255,68.065517
11865537,87.522637
25230448,176.828547
14414588,133.941704
4690003,4023.257799
9602507,176.451066
45122722,141.419617
8008150,105.234476
28092053,48.412762
3959145,509.298032
3723978,9354.678994
8941615,107.705938
7739899,107.733502
46992066,57.197104
30466551,65.330332
3801095,4481.568999
28741587,25.085269
27250404,170.927
3679194,4165.533746
28025301,33
80636452,22.062
15384343,35.347735
12391579,90.163533
7103004,103.974842
16125316,99.257027
10413876,92.854302
299286653,40.502171
72253664,57.912565
28314629,103.201
5654796,68.977132
81311596,34.930575
42074736,37.645844
28416930,74.586917
12592827,134.589727
79086498,44.732242
11703891,32.323143
4585315,4677.347481
18772352,67.457789
10999521,131.600243
35093953,349.511
32763619,45.913268
16957727,93.34229
115948180,38.323
3293156,6224.485408
12937772,354.012938
3841116,5028.988212
53861696,34.318357
3871532,4292.241003
24395476,88.727657
161645746,128.94
12317326,90.475698
3692863,3870.583226
19159161,83.934777
8397343,336.965633
86396289,23.824325
28712469,128.245913
13235775,149.060984
5189657,1623.196883
22803370,59.323794
31959065,24.268313
5610107,759.796337
4767020,116.215085
8388918,66.132253
7654373,262.315876
24145533,39.364461
14764103,131.703
7221476,544.167839
7105113,532.550153
26651902,103.238
25903457,25.43305
5614483,211.466037
8624893,22.633534
18896550,178.772414
8155262,67.225877
15833467,331.57389
5800916,45.743051
63253242,29.103
5876332,50.953608
4849335,176.402487
20133508,65.20848
17530766,24.78028
14928350,22.507765
24766447,19.999999
4444059,1320
8332747,133.982626
10315707,113.383378
27998978,22.537041
29187279,101.974474
4713884,4424.805884
7231877,270.260418
60852303,74.983
4595837,91.464842
22880775,151.657334
29605060,53.198433
110696098,19.94
47686229,103.34925
24482462,19.999999
9770674,93.104358
10072146,42.142285
29693293,108.588131
5831828,377.663413
50338561,54.214845
85695569,47.502
28888804,157.776331
13756760,519.786036
8326177,42.20378
33765778,106.378426
5247438,4013.835705
24415086,257.394539
29633997,64.738
31273857,20.985185
17511110,86.169133
7142178,107.528701
28659951,128.174941
11749077,114.124209
6612786,126.296557
27934717,33
12039625,132.689711
3867376,146.841
13995358,175.398715
11608823,106.013529
20670690,70.209562
21573322,25.626402
5274295,4710.358789
85055481,26.626355
34613287,36.42369
28816652,48.088247
31415078,57.412991
10039688,67.027
17666049,132.204505
31691208,40
7947351,215.000853
8516007,1912.368
29999256,27.715607
9679871,46.292854
10185140,66.989775
10603264,108.991048
15817876,259.887129
27403517,21.712631
19999189,54.629976
15629154,43.341556
22313605,19.999999
79821264,27.286709
12225513,54.281649
144064999,19.58
34628927,60.796439
53826239,29.345266
17347044,101.24135
37795922,26.950557
5983370,4935.879626
14695172,259.766282
3848472,4668.033221
83692696,66.042418
30253970,150.629521
25868130,16.126057
24548493,91.430111
5229023,4127.396517
3135475,4252.261327
4043143,3859.604649
11347038,85.898255
27960720,102.186896
32183463,81.592678
39012404,38.866
31349225,15.553
22052189,19.999999
34816025,175.451486
35538697,52.79152
7708865,220.905021
10835701,1198.22906
35010104,200
22772011,102.910848
5216236,31.958094
9400321,55.168611
4406273,4212.907402
3798835,6226.765252
21822668,350.376975
14853942,94.006484
56094639,52.388877
18387069,49.536871
31868788,101.293073
48903603,99.340952
29198502,88.577202
23255782,170.935517
28659278,123.077683
17300927,21.150965
3637803,9323.464991
23142073,102.730292
32032474,89.697449
6683685,161.283742
11574703,179.328009
6045782,48.456152
34334676,36.214054
60290137,45.839103
5071528,112.484926
5620614,41.78522
3192788,3778.681
21449794,47.976784
29892217,28.697
6797554,11.000011
19286372,130.499721
5749103,3766.053121
30521859,46.76919
9792487,310.515789
18699139,74.133594
6347803,125.01674
12752897,111.759685
17059780,130.220818
28637690,25
52452991,54.281006
5468497,204.800678
9508932,104.601558
22265833,64.216783
5280757,3243.57363
18978178,111.446299
29925493,151.691
10199351,103.882115
6286709,787.385
12537803,146.134044
23138083,22.290679
5455751,50278.34871
5040027,87.968244
10210854,3228.063432
2741659,4977.538611
3527702,4216.212253
10146405,287.415501
26998872,81.825959
5442297,44783.74962
69740813,36.348353
5450014,50278.347
25912358,39.302627
18763042,55.078108
107567184,24.99914
12155923,67.917136
6276822,105.33286
22135130,230.383
7893870,222.858424
21846539,67.579133
3987510,14265.38409
10872540,74.502262
25748518,113.924383
10780627,47.097181
9314277,102.754
31800483,33
24440221,53.985254
20451314,62.048864
13258082,47.825327
96631039,42.604511
25541114,15
26135892,209.354473
14232404,263.032848
4393104,313.409583
79274767,44.521012
11284883,102.902548
13685215,41.748804
4490680,369.875092
7377140,266.510077
9161857,92.369165
5867773,377.571124
63173734,14.918953
72359835,74.419823
38114881,61.963711
5072541,42.023
4801469,9486.1
15410453,57.916753
13316704,62.754205
8265866,132.814
20886286,20.826
16448123,22.05018
3380243,4372.981533
24100961,21
13486688,174.160744
16016296,129.970509
24401796,200
8632756,131.92549
24098554,21
14389936,24.990183
21690645,265.284937
90159087,55.514072
19092020,82.826535
31789262,60.219
18079562,39.307643
26381255,80.105104
108561636,35.201
35134597,94.869222
44431893,35.595501
38489855,49.189557
22411608,76.640311
43300536,82.536818
9688352,64.304135
23478091,354.645559
26823778,45.133838
26352249,186.631442
24149351,26.621159
28290903,50.545367
11681323,174.446302
14355451,71.334622
15103643,39.716811
4431697,7791.407111
7550013,23.167
21024040,83.667401
5074627,2093.713
8312253,131.937025
7067673,97.263781
12394133,37.07905
4149817,2240.573017
29101079,55.970567
36226854,118.720531
4665962,44.029062
16626430,52.381545
31835731,41.996
37468952,28.85448
3942164,8424.273057
7426296,531.643307
23771091,26.864775
10723459,267.628285
24639361,9.999999
8376994,1000
2994041,961.597
10430604,106.448201
30693294,69.562193
19015128,98.367701
3971280,4667.058178
43923715,56.614057
3689776,4356.911665
10515808,71.936757
49591987,45.8506
7623778,809.62216
31986129,30.260385
13969491,105.375868
21794079,45.709959
7513623,105.509895
3941835,39.101289
41656493,28.192856
22051223,184.71279
32788884,40.914028
9447360,151.879735
44093848,70.609
95056750,40.278
16373635,48.688109
4439835,5025.42941
165620603,28.991786
13566122,65.831
23069022,19.999999
34441320,34.597591
35188734,56.323606
17089417,67.435
16410311,132.943698
18845984,89.558754
4985764,176.52495
29673491,132.45225
24043774,21
9642168,131.938913
14248358,103.488236
72803506,23.289043
9748950,68.236151
13936013,40.485284
6624126,28.181
10315779,56.819571
13710221,34.914445
24881838,52.126056
29807548,59.362333
29101343,120.499103
7769789,53.844188
58898339,53.963043
41704226,53.643563
14987693,32.698016
11585908,130.922515
11153674,103.237435
31381379,37.538563
6252170,4074.136738
46083843,26.594462
4675040,2239.554322
17868302,308.158292
7917042,105.897652
7407243,3236.456401
4078909,77.849396
7303391,28.22814
7983669,124.587428
9797963,92.413447
21210104,257.886327
107044098,20.8792
13238631,115.74332
3480081,5029.733147
6091295,139.974827
4218610,111.980582
14966861,60.127921
3650337,182.748071
25888990,50.591
11490171,40.026741
5888796,96.931196
97955962,67.61677
13466435,94.32406
11838574,140.644611
41406887,44.392237
10049440,130.68
16288426,19.999999
114234028,9.959
22324567,42.362795
59665178,27.10311
19218615,34.076075
35772103,91.079779
63172221,19.675659
4408878,33.786857
12147345,66.606
27372288,69.763354
19034254,56.155863
13156226,156.226889
19401015,70.857126
58943841,13.259
14272991,94.126077
30249957,180.640519
11835143,71.477455
4571719,389.334889
14441393,92.081294
9529671,47.597228
24795735,64.95264
5002725,68.081883
40259313,60.609989
6131768,199.732064
62904490,28.64054
9006789,48.942884
153045810,21.741559
4004058,2239.21373
8515674,26.628474
13963516,46.957195
24585387,102.155724
4376875,3872.551882
27166817,37.404907
68125070,36.997293
8496741,265.228333
3625338,4159.231211
17800804,39.858954
15328675,146.069371
4949832,48.679429
21220216,52.084
7292356,276.573
36519723,49.895111
55232452,55.424213
8058273,100
3794230,264.388657
29582765,73.342
53377288,49.026532
22742683,68.498982
3565226,5029.138158
19821774,133.806764
23293768,181.725535
18851826,77.123334
3112940,388.927511
10068015,104.346351
8399401,2924.008631
3131575,18.180735
26735826,110.276688
31781340,112.921674
6704700,1251.139
5152713,126.14158
160035967,21.15
18744207,60.632935
12914993,78.049
5899998,111.200525
29875550,60.623653
47259320,48.420856
31356574,25
17739278,125.154367
4315112,3767.558036
7666073,531.460405
7246678,117.814098
9257468,27.508952
27689385,163.683
12194045,177.46234
17273987,24.999999
13124196,45.516106
7192023,99.8216
22008575,19.999999
4249724,136.167845
10533973,104.585198
3361818,8967.734924
65705805,23.526311
7839628,33.877
10126991,90.50464
32046166,73.738
64852661,27.066519
24511635,51.930806
40834186,50.045696
8131802,66.131
37987953,79.382
61166512,36.211356
40609167,60.608741
16058763,45.570788
36967203,24.054
60032317,27.354671
19220955,47.128
2886629,263.75291
4272245,3773.673261
6006307,111.756626
16623353,25.531
12495163,46.349591
3665284,3165.822624
48560883,43.277
4250465,4710.397232
39133980,103.698184
14620160,41.687822
4530257,520.09673
22372287,66.508838
5926102,147.329943
25072747,24.999999
20293497,158.506285
80343206,22.063253
4210964,66.671
43186248,24.77143
8300758,405.717652
72518566,68.327446
21895966,188.478023
3789461,270.063769
21155661,39.878
7676193,59.030039
131243523,13.894
39272016,120.774049
35562216,35.555781
47657036,82.364772
20263586,102.942714
30329959,92.315874
20390875,49.096452
38096799,71.780002
14442017,50.106609
3117503,3298.033
20023997,29.365229
10041920,116.909033
15576387,52.780272
29504075,101.983392
7318713,45.923754
14020838,131.118709
7659501,138.724
14076929,83.869372
6245032,1263.667964
105665195,60.34975
28076649,128.87
31261186,37.622742
61262626,69.378511
34593546,49.545219
31388398,39.982
11871701,135.666296
78268047,45.267208
18238505,132.449658
36961133,29.773347
13076118,54.521898
35967517,95.084653
23277700,35.265921
12078649,87.137622
11773939,73.808548
31213928,63.430879
8110437,131.582
7071934,48.175324
4554928,103.276836
5113478,3688.12532
28874339,122.937492
10035361,79.453557
7423875,167.326
22067801,9.999999
34491615,66.212422
7065638,63.778935
4235631,188.246463
15229788,131.612739
5836459,75.195326
17483980,130.766399
98804020,25.24198
15021282,136.05774
3968219,3450.54914
39361663,26.342376
3929158,5027.045775
8229494,45.569724
20173933,90.568463
100145418,34.01685
7089068,102.318256
9862476,52.42279
17153649,50.593749
46518490,185.192254
16363223,46.900618
9403450,81.914005
51103894,61.147103
23262618,51.976
14568363,263.997
38677640,93.242574
31660553,58.697849
6937887,130.494
19822675,44.115564
5824749,22.254487
65946937,73.334
25464083,133.213115
79060465,35.388248
12127235,87.123312
5366170,1014.821016
74182626,28.76585
11469223,70.014837
27091248,259.119654
38743386,502.066019
13159302,102.459062
149107109,23.081733
7652494,103.674094
9267057,655.235365
37926648,22.572
17361518,121.757954
7505033,53.119203
68538246,51.503
4601783,120.759959
8112200,105.355
16362125,65.76
8659853,1616.096
8604281,21.018923
73919167,50.089629
24242121,259.12
13179242,45.306133
6222376,57.10582
5149433,161.516464
13731034,32.806643
33502283,52.109045
44006116,55.370805
11926829,26.630196
3605400,4214.297373
6456571,644.849
27143638,38.168601
2854640,4482.653697
53572305,52.1616
25572695,30
100407217,59.554
5706423,1621.883847
22493448,85.740057
18799046,429.787624
21375681,79.786078
14010974,65.91
8352342,26.850903
19143641,124.93047
31003786,40
65341173,50.428663
6062080,323.204863
17332246,196.646983
24470933,44.359851
11833991,51.905107
4052426,45.124583
9882988,265.825105
67391320,20.36892
43695685,38.646
22234844,543.359
9155738,39.656226
46755637,46.423434
15460777,94.947413
42958155,30.010946
12930675,260.095
3458055,4685.195594
39387885,27.81258
31851635,25.741109
3747439,9360.265687
3613893,76.656243
32672409,105.783923
4404562,118.347445
3468015,3166.122818
91996580,33.514738
3883183,960.592257
13380379,44.084496
6549381,26.784968
20376346,57.144729
23116354,51.874653
4489743,3763.717153
23519911,31.939014
18441158,130.823549
50450434,19.767601
109353677,22.96
24232584,96.585056
28951350,30
34269086,34.027459
18169393,37.796686
6813352,2232.967444
28836392,34.127206
11596095,327.079058
20627742,102.533742
13842980,206.579832
4796374,4424.75837
37928371,35.867275
42523290,30.311499
38184571,226.701041
28951298,578.877305
28976737,103.427
15290391,30.869765
22728429,47.502038
28615809,37.256644
9946434,133.497
17495628,70.096
6510161,70.7929
47009704,29.990699
10810235,42.449718
4549721,3771.381467
28321847,97.804135
20753107,65.458657
18309840,73.303192
12627543,105.88801
33576074,120.855469
9032124,118.429042
60708896,23.90243
10836885,33.414745
5796864,323.275
17689395,90.293
35540200,45.247597
52057293,32.085748
78963904,22.566484
33309508,81.690256
9930306,103.882081
9978559,955.047
36374043,46.997208
13199054,171.216167
3189685,3800.425381
21768477,171.622842
21617363,61.086
9995223,157.284771
17668290,29.882658
11599014,97.950115
26485498,24.941236
8078091,123.342571
4952890,63.452195
13716814,209.149767
21504740,175.528962
9801820,115.54499
9760706,66.017
13112378,73.515931
64138852,35.646208
10883962,125.605734
3970279,2240.198052
3694879,5163.433128
34185035,54.405127
39247548,64.704142
8862374,136.431783
15632076,130.437065
9998276,177.05306
24957890,48.554446
11238864,260.383294
78809937,33.200449
195178547,21.834079
65957188,105.615967
4409522,5024.263573
8299429,333.049789
13420800,96.91539
10382352,94.618604
11241983,209.348
22598819,135.505785
76127870,46.146
101810963,35.03489
6458429,104.96668
9543941,102.307867
23728401,92.001163
30106759,55.645539
6878930,772.191728
26159314,127.356493
41771079,51.057359
10033660,123.545684
45203456,66.129403
3510723,141.977606
15940156,260.666512
9842908,124.349409
18526220,96.507677
8645824,30.115996
30445544,22.100915
18107392,73.657
51428809,60.87245
64218003,87.857871
28879628,1008.985781
6300436,113.525809
10607506,144.459807
46940954,38.834518
7097434,3929.756685
158241467,25.540826
8038094,75.786
6310941,30.609192
87021805,42.358259
6637083,3238.053185
6061169,63.822213
4529778,4293.766518
8722335,105.1264
29099813,55.532786
3740849,10038.09562
76188366,48.909202
8802413,185.426689
40588300,20.760105
9638924,263.515424
30716614,100
22314720,188.149462
16915786,35.476208
30060981,240.95706
9662983,164.507054
26756849,49.1019
15888932,122.891125
33584952,56.000323
14017271,161.957457
30834913,153.838573
9964860,65.279345
11661276,99.117379
8319100,66.261
31242856,36.038641
3700363,2239.253906
35915291,99
31863416,69.765961
29226099,111.186192
6239318,291.879493
10276966,97.611032
7986408,85.870934
25720919,31.053
5748730,958.819498
3576612,9334.239632
12223306,105.265
28931234,50.806718
17351934,160.718935
18758466,9.999999
36469106,35.841
6845266,204.514645
74080406,34.597399
4149628,9356.777866
108626200,24.98
21915109,49.002659
12140515,177.60481
13915023,93.311
15292481,126.410333
10770705,56.492842
10833334,64.550151
31032721,76.8749
29352953,58.756017
14944145,130.015
22016028,51.292119
3301679,699.74017
19565041,37.666239
9467077,124.972828
10569141,91.912119
4289979,5024.597182
24335336,74.12872
28241567,25
41131569,48.377056
12822837,502.869786
18440207,122.342765
7358750,42.102
19396432,74.899575
11952955,260.248
31510899,161.859954
33755337,92.284341
23756698,51.498
70477605,36.169727
56492038,28.033
7862674,103.853785
34231122,253.637
6958295,206.046887
88285248,22.527188
6516081,269.966104
5646988,4005.331077
4905777,16975.913
14140184,47.720359
90791547,34.016
15132973,33.018
11168395,192.585074
20952884,101.701955
68081272,35.883912
8529593,43.074
32945233,36.725418
18717985,37.462016
14165129,108.684235
17910721,51.806464
13696783,67.878749
79548830,22.111
102128690,21.866
17820582,101.944622
48663491,59.489
6739920,149.789616
6990628,264.509803
65640232,60.062196
3388584,46.109562
14677372,87.775782
44387021,39.8025
10047754,207.334566
106327765,69.973
31482017,99.140339
7233408,105.932044
20726465,131.479
7588238,132.099605
6779682,115.812364
4774277,254.332
4795842,320.366086
23671859,51.497
13901248,39.781325
13295904,105.952783
25370298,20
9906292,42.258
40223066,90.336053
46049371,26.909054
11119784,102.376903
9955894,146.756467
9630409,65.912
33374641,167.898813
6818447,61.760589
19519475,34.56312
26895749,41.702188
9111547,264.01802
19139341,101.823422
68853756,29.816811
8317792,1616.34283
18248649,28.982457
10103028,52.29183
3277397,3980.895059
28035813,39
26253958,25
23436918,19.999999
22622001,33.532173
12407162,218.914457
37465166,633.671245
39386978,48.274946
37521595,35.510841
155728815,60
16373679,35.551892
31576682,89.442937
53999165,26.669707
19288844,97.025506
36437880,33
30884306,49.913574
82076702,30.297193
7430791,1426.748
29327131,186.08661
5104112,2860.627987
21236399,112.166471
7099463,128.0997
54509171,22.331679
16661843,24.999999
36033021,61.629183
78239741,52.525758
3707354,5027.080099
11625695,53.20069
82886126,37.345746
19334704,175.16979
18404098,104.410972
74713410,37.540172
5380435,5019.112642
20765002,89.427644
12255794,207.685346
9575586,289.374617
42543431,104.435281
36634218,40.409449
5072384,759.795
24803377,24.999999
13363366,274.584
29176110,31.53161
4077595,4316.601286
22556818,50.558751
28084937,88.020887
29020942,62.993685
25646789,47.286
91359507,85.163307
13853292,58.502272
35504388,129.686503
19113887,33.395675
69541661,27.055313
6721946,1619.365
27448279,33
24244714,56.260022
9926667,207.949842
29538438,11
24722477,41.084912
39316204,78.714553
5462818,4207.267608
9520900,62.873592
46678826,39.223
6962430,140.325992
31536918,60.336
26056946,218.526635
191610511,251.34
8768184,48.013
7104459,148.481573
5510308,30.742911
33700975,73.260852
10881591,65.000543
23658189,55.962107
36743793,45.944143
6851750,80.191775
5867081,147.356899
16391017,216.645109
5947113,91.099817
17250978,153.381677
10429411,49.665028
39585004,48.543612
24776688,306.231598
3800287,134.314183
26007560,260.877995
129978138,950
21254766,258.013926
4460576,181.147
10438868,74.5428
4382120,210.075255
12236219,22.253006
12669792,65.302481
12064075,80.043748
19097686,91.116284
25299175,38.07926
24459993,187.247614
7996043,142.194169
4134005,267.298163
8949645,52.979774
3260734,9421.869414
82649413,41.961139
23655629,51.498285
27601804,200
9586544,71.238079
